location,time_period,disease_cases
JH8RPnwv8kB,202402,1.0
JH8RPnwv8kB,202403,4.0
JH8RPnwv8kB,202404,2.0
JH8RPnwv8kB,202405,1.0
JH8RPnwv8kB,202406,2.0
JH8RPnwv8kB,202407,11.0
JH8RPnwv8kB,202408,84.0
JH8RPnwv8kB,202409,400.0
JH8RPnwv8kB,202410,649.0
JH8RPnwv8kB,202411,275.0
JH8RPnwv8kB,202412,3.0
LnJ8MTOmgGa,202201,0.0
LnJ8MTOmgGa,202202,0.0
LnJ8MTOmgGa,202203,0.0
LnJ8MTOmgGa,202204,0.0
LnJ8MTOmgGa,202205,1.0
LnJ8MTOmgGa,202206,0.0
LnJ8MTOmgGa,202207,0.0
LnJ8MTOmgGa,202208,2.0
LnJ8MTOmgGa,202209,75.0
LnJ8MTOmgGa,202210,192.0
LnJ8MTOmgGa,202211,8.0
LnJ8MTOmgGa,202212,0.0
LnJ8MTOmgGa,202301,0.0
LnJ8MTOmgGa,202302,2.0
LnJ8MTOmgGa,202303,1.0
LnJ8MTOmgGa,202304,0.0
LnJ8MTOmgGa,202305,0.0
LnJ8MTOmgGa,202306,2.0
LnJ8MTOmgGa,202307,7.0
LnJ8MTOmgGa,202308,12.0
LnJ8MTOmgGa,202309,41.0
LnJ8MTOmgGa,202310,26.0
LnJ8MTOmgGa,202311,1.0
LnJ8MTOmgGa,202312,0.0
LnJ8MTOmgGa,202401,1.0
LnJ8MTOmgGa,202402,0.0
LnJ8MTOmgGa,202403,1.0
LnJ8MTOmgGa,202404,1.0
LnJ8MTOmgGa,202405,1.0
LnJ8MTOmgGa,202406,6.0
LnJ8MTOmgGa,202407,5.0
LnJ8MTOmgGa,202408,8.0
LnJ8MTOmgGa,202409,14.0
LnJ8MTOmgGa,202410,23.0
LnJ8MTOmgGa,202411,8.0
LnJ8MTOmgGa,202412,0.0
N7ioObCpMP3,202201,1.0
N7ioObCpMP3,202202,0.0
N7ioObCpMP3,202203,0.0
N7ioObCpMP3,202204,0.0
N7ioObCpMP3,202205,0.0
N7ioObCpMP3,202206,1.0
N7ioObCpMP3,202207,6.0
N7ioObCpMP3,202208,6.0
N7ioObCpMP3,202209,25.0
N7ioObCpMP3,202210,6.0
N7ioObCpMP3,202211,4.0
N7ioObCpMP3,202212,0.0
N7ioObCpMP3,202301,0.0
N7ioObCpMP3,202302,0.0
N7ioObCpMP3,202303,0.0
N7ioObCpMP3,202304,0.0
N7ioObCpMP3,202305,0.0
N7ioObCpMP3,202306,0.0
N7ioObCpMP3,202307,0.0
N7ioObCpMP3,202308,8.0
N7ioObCpMP3,202309,7.0
N7ioObCpMP3,202310,13.0
N7ioObCpMP3,202311,1.0
N7ioObCpMP3,202312,0.0
N7ioObCpMP3,202401,0.0
N7ioObCpMP3,202402,0.0
N7ioObCpMP3,202403,1.0
N7ioObCpMP3,202404,1.0
N7ioObCpMP3,202405,0.0
N7ioObCpMP3,202406,1.0
N7ioObCpMP3,202407,0.0
N7ioObCpMP3,202408,9.0
N7ioObCpMP3,202409,12.0
N7ioObCpMP3,202410,18.0
N7ioObCpMP3,202411,3.0
N7ioObCpMP3,202412,0.0
NSLL7YIXBJH,202201,0.0
NSLL7YIXBJH,202202,0.0
NSLL7YIXBJH,202203,0.0
NSLL7YIXBJH,202204,0.0
NSLL7YIXBJH,202205,0.0
NSLL7YIXBJH,202206,0.0
NSLL7YIXBJH,202207,3.0
NSLL7YIXBJH,202208,4.0
NSLL7YIXBJH,202209,34.0
NSLL7YIXBJH,202210,22.0
NSLL7YIXBJH,202211,10.0
NSLL7YIXBJH,202212,0.0
NSLL7YIXBJH,202301,0.0
NSLL7YIXBJH,202302,1.0
NSLL7YIXBJH,202303,3.0
NSLL7YIXBJH,202304,0.0
NSLL7YIXBJH,202305,1.0
NSLL7YIXBJH,202306,0.0
NSLL7YIXBJH,202307,0.0
NSLL7YIXBJH,202308,16.0
NSLL7YIXBJH,202309,18.0
NSLL7YIXBJH,202310,15.0
NSLL7YIXBJH,202311,0.0
NSLL7YIXBJH,202312,0.0
NSLL7YIXBJH,202401,0.0
NSLL7YIXBJH,202402,0.0
NSLL7YIXBJH,202403,0.0
NSLL7YIXBJH,202404,0.0
NSLL7YIXBJH,202405,0.0
NSLL7YIXBJH,202406,3.0
NSLL7YIXBJH,202407,3.0
NSLL7YIXBJH,202408,16.0
NSLL7YIXBJH,202409,42.0
NSLL7YIXBJH,202410,42.0
NSLL7YIXBJH,202411,11.0
NSLL7YIXBJH,202412,0.0
O5p5idrXdiw,202201,1.0
O5p5idrXdiw,202202,0.0
O5p5idrXdiw,202203,0.0
O5p5idrXdiw,202204,1.0
O5p5idrXdiw,202205,0.0
O5p5idrXdiw,202206,3.0
O5p5idrXdiw,202207,2.0
O5p5idrXdiw,202208,3.0
O5p5idrXdiw,202209,65.0
O5p5idrXdiw,202210,54.0
O5p5idrXdiw,202211,37.0
O5p5idrXdiw,202212,11.0
O5p5idrXdiw,202301,2.0
O5p5idrXdiw,202302,2.0
O5p5idrXdiw,202303,3.0
O5p5idrXdiw,202304,3.0
O5p5idrXdiw,202305,1.0
O5p5idrXdiw,202306,7.0
O5p5idrXdiw,202307,739.0
O5p5idrXdiw,202308,1487.0
O5p5idrXdiw,202309,22.0
O5p5idrXdiw,202310,36.0
O5p5idrXdiw,202311,20.0
O5p5idrXdiw,202312,6.0
O5p5idrXdiw,202401,8.0
O5p5idrXdiw,202402,1.0
O5p5idrXdiw,202403,2.0
O5p5idrXdiw,202404,1.0
O5p5idrXdiw,202405,1.0
O5p5idrXdiw,202406,2.0
O5p5idrXdiw,202407,5.0
O5p5idrXdiw,202408,54.0
O5p5idrXdiw,202409,82.0
O5p5idrXdiw,202410,91.0
O5p5idrXdiw,202411,75.0
O5p5idrXdiw,202412,2.0
P53hVYydxdc,202201,0.0
P53hVYydxdc,202202,0.0
P53hVYydxdc,202203,0.0
P53hVYydxdc,202204,0.0
P53hVYydxdc,202205,0.0
P53hVYydxdc,202206,1.0
P53hVYydxdc,202207,0.0
P53hVYydxdc,202208,0.0
P53hVYydxdc,202209,11.0
P53hVYydxdc,202210,1.0
P53hVYydxdc,202211,0.0
P53hVYydxdc,202212,0.0
P53hVYydxdc,202301,0.0
P53hVYydxdc,202302,0.0
P53hVYydxdc,202303,1.0
P53hVYydxdc,202304,0.0
P53hVYydxdc,202305,0.0
P53hVYydxdc,202306,0.0
P53hVYydxdc,202307,0.0
P53hVYydxdc,202308,0.0
P53hVYydxdc,202309,23.0
P53hVYydxdc,202310,31.0
P53hVYydxdc,202311,11.0
P53hVYydxdc,202312,4.0
P53hVYydxdc,202401,0.0
P53hVYydxdc,202402,0.0
P53hVYydxdc,202403,1.0
P53hVYydxdc,202404,0.0
P53hVYydxdc,202405,0.0
P53hVYydxdc,202406,0.0
P53hVYydxdc,202407,0.0
P53hVYydxdc,202408,3.0
P53hVYydxdc,202409,14.0
P53hVYydxdc,202410,9.0
P53hVYydxdc,202411,1.0
P53hVYydxdc,202412,0.0
PUPCyKcUwlS,202201,0.0
PUPCyKcUwlS,202202,0.0
PUPCyKcUwlS,202203,0.0
PUPCyKcUwlS,202204,0.0
PUPCyKcUwlS,202205,0.0
PUPCyKcUwlS,202206,0.0
PUPCyKcUwlS,202207,0.0
PUPCyKcUwlS,202208,3.0
PUPCyKcUwlS,202209,24.0
PUPCyKcUwlS,202210,9.0
PUPCyKcUwlS,202211,6.0
PUPCyKcUwlS,202212,0.0
PUPCyKcUwlS,202301,0.0
PUPCyKcUwlS,202302,0.0
PUPCyKcUwlS,202303,0.0
PUPCyKcUwlS,202304,1.0
PUPCyKcUwlS,202305,0.0
PUPCyKcUwlS,202306,5.0
PUPCyKcUwlS,202307,20.0
PUPCyKcUwlS,202308,90.0
PUPCyKcUwlS,202309,39.0
PUPCyKcUwlS,202310,5.0
PUPCyKcUwlS,202311,1.0
PUPCyKcUwlS,202312,1.0
PUPCyKcUwlS,202401,1.0
PUPCyKcUwlS,202402,0.0
PUPCyKcUwlS,202403,0.0
PUPCyKcUwlS,202404,1.0
PUPCyKcUwlS,202405,1.0
PUPCyKcUwlS,202406,0.0
PUPCyKcUwlS,202407,0.0
PUPCyKcUwlS,202408,10.0
PUPCyKcUwlS,202409,29.0
PUPCyKcUwlS,202410,13.0
PUPCyKcUwlS,202411,8.0
PUPCyKcUwlS,202412,0.0
PdRpVxkVd9a,202201,0.0
PdRpVxkVd9a,202202,1.0
PdRpVxkVd9a,202203,0.0
PdRpVxkVd9a,202204,0.0
PdRpVxkVd9a,202205,0.0
PdRpVxkVd9a,202206,0.0
PdRpVxkVd9a,202207,2.0
PdRpVxkVd9a,202208,6.0
PdRpVxkVd9a,202209,49.0
PdRpVxkVd9a,202210,95.0
PdRpVxkVd9a,202211,2.0
PdRpVxkVd9a,202212,1.0
PdRpVxkVd9a,202301,1.0
PdRpVxkVd9a,202302,1.0
PdRpVxkVd9a,202303,0.0
PdRpVxkVd9a,202304,2.0
PdRpVxkVd9a,202305,1.0
PdRpVxkVd9a,202306,8.0
PdRpVxkVd9a,202307,10.0
PdRpVxkVd9a,202308,14.0
PdRpVxkVd9a,202309,21.0
PdRpVxkVd9a,202310,31.0
PdRpVxkVd9a,202311,2.0
PdRpVxkVd9a,202312,0.0
PdRpVxkVd9a,202401,0.0
PdRpVxkVd9a,202402,0.0
PdRpVxkVd9a,202403,1.0
PdRpVxkVd9a,202404,4.0
PdRpVxkVd9a,202405,1.0
PdRpVxkVd9a,202406,1.0
PdRpVxkVd9a,202407,5.0
PdRpVxkVd9a,202408,9.0
PdRpVxkVd9a,202409,27.0
PdRpVxkVd9a,202410,26.0
PdRpVxkVd9a,202411,29.0
PdRpVxkVd9a,202412,0.0
QfZ2pVPRFmz,202201,0.0
QfZ2pVPRFmz,202202,0.0
QfZ2pVPRFmz,202203,0.0
QfZ2pVPRFmz,202204,0.0
QfZ2pVPRFmz,202205,0.0
QfZ2pVPRFmz,202206,32.0
QfZ2pVPRFmz,202207,24.0
QfZ2pVPRFmz,202208,54.0
QfZ2pVPRFmz,202209,483.0
QfZ2pVPRFmz,202210,674.0
QfZ2pVPRFmz,202211,378.0
QfZ2pVPRFmz,202212,38.0
QfZ2pVPRFmz,202301,2.0
QfZ2pVPRFmz,202302,1.0
QfZ2pVPRFmz,202303,5.0
QfZ2pVPRFmz,202304,41.0
QfZ2pVPRFmz,202305,18.0
QfZ2pVPRFmz,202306,78.0
QfZ2pVPRFmz,202307,510.0
QfZ2pVPRFmz,202308,1488.0
QfZ2pVPRFmz,202309,965.0
QfZ2pVPRFmz,202310,123.0
QfZ2pVPRFmz,202311,6.0
QfZ2pVPRFmz,202312,2.0
QfZ2pVPRFmz,202401,2.0
QfZ2pVPRFmz,202402,0.0
QfZ2pVPRFmz,202403,0.0
QfZ2pVPRFmz,202404,0.0
QfZ2pVPRFmz,202405,2.0
QfZ2pVPRFmz,202406,0.0
QfZ2pVPRFmz,202407,5.0
QfZ2pVPRFmz,202408,22.0
QfZ2pVPRFmz,202409,99.0
QfZ2pVPRFmz,202410,107.0
QfZ2pVPRFmz,202411,61.0
QfZ2pVPRFmz,202412,2.0
QzI3Btz60Ne,202201,0.0
QzI3Btz60Ne,202202,0.0
QzI3Btz60Ne,202203,0.0
QzI3Btz60Ne,202204,0.0
QzI3Btz60Ne,202205,0.0
QzI3Btz60Ne,202206,0.0
QzI3Btz60Ne,202207,2.0
QzI3Btz60Ne,202208,12.0
QzI3Btz60Ne,202209,113.0
QzI3Btz60Ne,202210,107.0
QzI3Btz60Ne,202211,40.0
QzI3Btz60Ne,202212,0.0
QzI3Btz60Ne,202301,0.0
QzI3Btz60Ne,202302,0.0
QzI3Btz60Ne,202303,0.0
QzI3Btz60Ne,202304,2.0
QzI3Btz60Ne,202305,2.0
QzI3Btz60Ne,202306,15.0
QzI3Btz60Ne,202307,27.0
QzI3Btz60Ne,202308,35.0
QzI3Btz60Ne,202309,46.0
QzI3Btz60Ne,202310,55.0
QzI3Btz60Ne,202311,1.0
QzI3Btz60Ne,202312,0.0
QzI3Btz60Ne,202401,4.0
QzI3Btz60Ne,202402,0.0
QzI3Btz60Ne,202403,2.0
QzI3Btz60Ne,202404,2.0
QzI3Btz60Ne,202405,2.0
QzI3Btz60Ne,202406,4.0
QzI3Btz60Ne,202407,3.0
QzI3Btz60Ne,202408,26.0
QzI3Btz60Ne,202409,101.0
QzI3Btz60Ne,202410,195.0
QzI3Btz60Ne,202411,76.0
QzI3Btz60Ne,202412,1.0
RSAZqrdfXy5,202201,2.0
RSAZqrdfXy5,202202,0.0
RSAZqrdfXy5,202203,1.0
RSAZqrdfXy5,202204,1.0
RSAZqrdfXy5,202205,0.0
RSAZqrdfXy5,202206,0.0
RSAZqrdfXy5,202207,3.0
RSAZqrdfXy5,202208,13.0
RSAZqrdfXy5,202209,395.0
RSAZqrdfXy5,202210,11.0
RSAZqrdfXy5,202211,4.0
RSAZqrdfXy5,202212,2.0
RSAZqrdfXy5,202301,4.0
RSAZqrdfXy5,202302,4.0
RSAZqrdfXy5,202303,2.0
RSAZqrdfXy5,202304,2.0
RSAZqrdfXy5,202305,0.0
RSAZqrdfXy5,202306,8.0
RSAZqrdfXy5,202307,29.0
RSAZqrdfXy5,202308,213.0
RSAZqrdfXy5,202309,309.0
RSAZqrdfXy5,202310,330.0
RSAZqrdfXy5,202311,80.0
RSAZqrdfXy5,202312,13.0
RSAZqrdfXy5,202401,1.0
RSAZqrdfXy5,202402,9.0
RSAZqrdfXy5,202403,7.0
RSAZqrdfXy5,202404,12.0
RSAZqrdfXy5,202405,7.0
RSAZqrdfXy5,202406,14.0
RSAZqrdfXy5,202407,23.0
RSAZqrdfXy5,202408,75.0
RSAZqrdfXy5,202409,145.0
RSAZqrdfXy5,202410,161.0
RSAZqrdfXy5,202411,65.0
RSAZqrdfXy5,202412,1.0
RZxElQxEbZN,202201,0.0
RZxElQxEbZN,202202,0.0
RZxElQxEbZN,202203,0.0
RZxElQxEbZN,202204,0.0
RZxElQxEbZN,202205,0.0
RZxElQxEbZN,202206,0.0
RZxElQxEbZN,202207,0.0
RZxElQxEbZN,202208,1.0
RZxElQxEbZN,202209,1.0
RZxElQxEbZN,202210,2.0
RZxElQxEbZN,202211,1.0
RZxElQxEbZN,202212,0.0
RZxElQxEbZN,202301,0.0
RZxElQxEbZN,202302,0.0
RZxElQxEbZN,202303,0.0
RZxElQxEbZN,202304,3.0
RZxElQxEbZN,202305,0.0
RZxElQxEbZN,202306,3.0
RZxElQxEbZN,202307,2.0
RZxElQxEbZN,202308,1.0
RZxElQxEbZN,202309,7.0
RZxElQxEbZN,202310,1.0
RZxElQxEbZN,202311,0.0
RZxElQxEbZN,202312,0.0
RZxElQxEbZN,202401,0.0
RZxElQxEbZN,202402,0.0
RZxElQxEbZN,202403,0.0
RZxElQxEbZN,202404,0.0
RZxElQxEbZN,202405,0.0
RZxElQxEbZN,202406,0.0
RZxElQxEbZN,202407,0.0
RZxElQxEbZN,202408,3.0
RZxElQxEbZN,202409,0.0
RZxElQxEbZN,202410,0.0
RZxElQxEbZN,202411,3.0
RZxElQxEbZN,202412,0.0
S8J6p6tGXNb,202201,0.0
S8J6p6tGXNb,202202,0.0
S8J6p6tGXNb,202203,0.0
S8J6p6tGXNb,202204,0.0
S8J6p6tGXNb,202205,0.0
S8J6p6tGXNb,202206,0.0
S8J6p6tGXNb,202207,0.0
S8J6p6tGXNb,202208,88.0
S8J6p6tGXNb,202209,50.0
S8J6p6tGXNb,202210,33.0
S8J6p6tGXNb,202211,0.0
S8J6p6tGXNb,202212,1.0
S8J6p6tGXNb,202301,0.0
S8J6p6tGXNb,202302,2.0
S8J6p6tGXNb,202303,0.0
S8J6p6tGXNb,202304,0.0
S8J6p6tGXNb,202305,0.0
S8J6p6tGXNb,202306,13.0
S8J6p6tGXNb,202307,42.0
S8J6p6tGXNb,202308,86.0
S8J6p6tGXNb,202309,80.0
S8J6p6tGXNb,202310,31.0
S8J6p6tGXNb,202311,3.0
S8J6p6tGXNb,202312,0.0
S8J6p6tGXNb,202401,0.0
S8J6p6tGXNb,202402,0.0
S8J6p6tGXNb,202403,0.0
S8J6p6tGXNb,202404,0.0
S8J6p6tGXNb,202405,2.0
S8J6p6tGXNb,202406,10.0
S8J6p6tGXNb,202407,12.0
S8J6p6tGXNb,202408,6.0
S8J6p6tGXNb,202409,9.0
S8J6p6tGXNb,202410,7.0
S8J6p6tGXNb,202411,1.0
S8J6p6tGXNb,202412,0.0
SJQ2e9HUvaG,202201,0.0
SJQ2e9HUvaG,202202,0.0
SJQ2e9HUvaG,202203,0.0
SJQ2e9HUvaG,202204,0.0
SJQ2e9HUvaG,202205,0.0
SJQ2e9HUvaG,202206,1.0
SJQ2e9HUvaG,202207,0.0
SJQ2e9HUvaG,202208,0.0
SJQ2e9HUvaG,202209,20.0
SJQ2e9HUvaG,202210,10.0
SJQ2e9HUvaG,202211,0.0
SJQ2e9HUvaG,202212,0.0
SJQ2e9HUvaG,202301,0.0
SJQ2e9HUvaG,202302,0.0
SJQ2e9HUvaG,202303,0.0
SJQ2e9HUvaG,202304,0.0
SJQ2e9HUvaG,202305,0.0
SJQ2e9HUvaG,202306,0.0
SJQ2e9HUvaG,202307,2.0
SJQ2e9HUvaG,202308,1.0
SJQ2e9HUvaG,202309,9.0
SJQ2e9HUvaG,202310,6.0
SJQ2e9HUvaG,202311,0.0
SJQ2e9HUvaG,202312,0.0
SJQ2e9HUvaG,202401,0.0
SJQ2e9HUvaG,202402,0.0
SJQ2e9HUvaG,202403,0.0
SJQ2e9HUvaG,202404,1.0
SJQ2e9HUvaG,202405,0.0
SJQ2e9HUvaG,202406,0.0
SJQ2e9HUvaG,202407,0.0
SJQ2e9HUvaG,202408,10.0
SJQ2e9HUvaG,202409,8.0
SJQ2e9HUvaG,202410,7.0
SJQ2e9HUvaG,202411,1.0
SJQ2e9HUvaG,202412,0.0
U8Rk7sYzFmK,202201,0.0
U8Rk7sYzFmK,202202,0.0
U8Rk7sYzFmK,202203,0.0
U8Rk7sYzFmK,202204,0.0
U8Rk7sYzFmK,202205,0.0
U8Rk7sYzFmK,202206,0.0
U8Rk7sYzFmK,202207,0.0
U8Rk7sYzFmK,202208,7.0
U8Rk7sYzFmK,202209,89.0
U8Rk7sYzFmK,202210,104.0
U8Rk7sYzFmK,202211,19.0
U8Rk7sYzFmK,202212,0.0
U8Rk7sYzFmK,202301,1.0
U8Rk7sYzFmK,202302,0.0
U8Rk7sYzFmK,202303,0.0
U8Rk7sYzFmK,202304,0.0
U8Rk7sYzFmK,202305,0.0
U8Rk7sYzFmK,202306,1.0
U8Rk7sYzFmK,202307,5.0
U8Rk7sYzFmK,202308,18.0
U8Rk7sYzFmK,202309,39.0
U8Rk7sYzFmK,202310,39.0
U8Rk7sYzFmK,202311,4.0
U8Rk7sYzFmK,202312,0.0
U8Rk7sYzFmK,202401,1.0
U8Rk7sYzFmK,202402,10.0
U8Rk7sYzFmK,202403,25.0
U8Rk7sYzFmK,202404,2.0
U8Rk7sYzFmK,202405,5.0
U8Rk7sYzFmK,202406,2.0
U8Rk7sYzFmK,202407,13.0
U8Rk7sYzFmK,202408,16.0
U8Rk7sYzFmK,202409,64.0
U8Rk7sYzFmK,202410,93.0
U8Rk7sYzFmK,202411,23.0
U8Rk7sYzFmK,202412,1.0
VoOb1wMwKp0,202201,0.0
VoOb1wMwKp0,202202,0.0
VoOb1wMwKp0,202203,0.0
VoOb1wMwKp0,202204,0.0
VoOb1wMwKp0,202205,1.0
VoOb1wMwKp0,202206,0.0
VoOb1wMwKp0,202207,1.0
VoOb1wMwKp0,202208,2.0
VoOb1wMwKp0,202209,29.0
VoOb1wMwKp0,202210,55.0
VoOb1wMwKp0,202211,21.0
VoOb1wMwKp0,202212,1.0
VoOb1wMwKp0,202301,0.0
VoOb1wMwKp0,202302,0.0
VoOb1wMwKp0,202303,0.0
VoOb1wMwKp0,202304,0.0
VoOb1wMwKp0,202305,0.0
VoOb1wMwKp0,202306,0.0
VoOb1wMwKp0,202307,10.0
VoOb1wMwKp0,202308,69.0
VoOb1wMwKp0,202309,96.0
VoOb1wMwKp0,202310,57.0
VoOb1wMwKp0,202311,3.0
VoOb1wMwKp0,202312,1.0
VoOb1wMwKp0,202401,8.0
VoOb1wMwKp0,202402,3.0
VoOb1wMwKp0,202403,3.0
VoOb1wMwKp0,202404,4.0
VoOb1wMwKp0,202405,2.0
VoOb1wMwKp0,202406,11.0
VoOb1wMwKp0,202407,6.0
VoOb1wMwKp0,202408,3.0
VoOb1wMwKp0,202409,12.0
VoOb1wMwKp0,202410,9.0
VoOb1wMwKp0,202411,5.0
VoOb1wMwKp0,202412,0.0
Wep3D4POB3H,202201,0.0
Wep3D4POB3H,202202,0.0
Wep3D4POB3H,202203,0.0
Wep3D4POB3H,202204,0.0
Wep3D4POB3H,202205,0.0
Wep3D4POB3H,202206,0.0
Wep3D4POB3H,202207,0.0
Wep3D4POB3H,202208,2.0
Wep3D4POB3H,202209,14.0
Wep3D4POB3H,202210,5.0
Wep3D4POB3H,202211,3.0
Wep3D4POB3H,202212,2.0
Wep3D4POB3H,202301,0.0
Wep3D4POB3H,202302,0.0
Wep3D4POB3H,202303,0.0
Wep3D4POB3H,202304,0.0
Wep3D4POB3H,202305,0.0
Wep3D4POB3H,202306,0.0
Wep3D4POB3H,202307,1.0
Wep3D4POB3H,202308,2.0
Wep3D4POB3H,202309,1.0
Wep3D4POB3H,202310,5.0
Wep3D4POB3H,202311,0.0
Wep3D4POB3H,202312,0.0
Wep3D4POB3H,202401,2.0
Wep3D4POB3H,202402,0.0
Wep3D4POB3H,202403,0.0
Wep3D4POB3H,202404,0.0
Wep3D4POB3H,202405,1.0
Wep3D4POB3H,202406,0.0
Wep3D4POB3H,202407,1.0
Wep3D4POB3H,202408,1.0
Wep3D4POB3H,202409,5.0
Wep3D4POB3H,202410,9.0
Wep3D4POB3H,202411,4.0
Wep3D4POB3H,202412,0.0
WfE2smSUNDt,202201,0.0
WfE2smSUNDt,202202,0.0
WfE2smSUNDt,202203,0.0
WfE2smSUNDt,202204,0.0
WfE2smSUNDt,202205,2.0
WfE2smSUNDt,202206,3.0
WfE2smSUNDt,202207,17.0
WfE2smSUNDt,202208,33.0
WfE2smSUNDt,202209,244.0
WfE2smSUNDt,202210,6.0
WfE2smSUNDt,202211,0.0
WfE2smSUNDt,202212,0.0
WfE2smSUNDt,202301,1.0
WfE2smSUNDt,202302,1.0
WfE2smSUNDt,202303,3.0
WfE2smSUNDt,202304,0.0
WfE2smSUNDt,202305,0.0
WfE2smSUNDt,202306,0.0
WfE2smSUNDt,202307,3.0
WfE2smSUNDt,202308,21.0
WfE2smSUNDt,202309,38.0
WfE2smSUNDt,202310,67.0
WfE2smSUNDt,202311,6.0
WfE2smSUNDt,202312,1.0
WfE2smSUNDt,202401,3.0
WfE2smSUNDt,202402,3.0
WfE2smSUNDt,202403,2.0
WfE2smSUNDt,202404,2.0
WfE2smSUNDt,202405,3.0
WfE2smSUNDt,202406,3.0
WfE2smSUNDt,202407,4.0
WfE2smSUNDt,202408,30.0
WfE2smSUNDt,202409,42.0
WfE2smSUNDt,202410,24.0
WfE2smSUNDt,202411,12.0
WfE2smSUNDt,202412,0.0
Yacp1fLlWut,202201,0.0
Yacp1fLlWut,202202,0.0
Yacp1fLlWut,202203,0.0
Yacp1fLlWut,202204,0.0
Yacp1fLlWut,202205,0.0
Yacp1fLlWut,202206,0.0
Yacp1fLlWut,202207,0.0
Yacp1fLlWut,202208,1.0
Yacp1fLlWut,202209,5.0
Yacp1fLlWut,202210,2.0
Yacp1fLlWut,202211,4.0
Yacp1fLlWut,202212,0.0
Yacp1fLlWut,202301,0.0
Yacp1fLlWut,202302,0.0
Yacp1fLlWut,202303,0.0
Yacp1fLlWut,202304,0.0
Yacp1fLlWut,202305,1.0
Yacp1fLlWut,202306,0.0
Yacp1fLlWut,202307,0.0
Yacp1fLlWut,202308,0.0
Yacp1fLlWut,202309,1.0
Yacp1fLlWut,202310,9.0
Yacp1fLlWut,202311,0.0
Yacp1fLlWut,202312,0.0
Yacp1fLlWut,202401,0.0
Yacp1fLlWut,202402,0.0
Yacp1fLlWut,202403,0.0
Yacp1fLlWut,202404,0.0
Yacp1fLlWut,202405,0.0
Yacp1fLlWut,202406,1.0
Yacp1fLlWut,202407,0.0
Yacp1fLlWut,202408,1.0
Yacp1fLlWut,202409,0.0
Yacp1fLlWut,202410,4.0
Yacp1fLlWut,202411,1.0
Yacp1fLlWut,202412,0.0
YmFSl06J6cs,202201,0.0
YmFSl06J6cs,202202,0.0
YmFSl06J6cs,202203,1.0
YmFSl06J6cs,202204,0.0
YmFSl06J6cs,202205,0.0
YmFSl06J6cs,202206,0.0
YmFSl06J6cs,202207,0.0
YmFSl06J6cs,202208,2.0
YmFSl06J6cs,202209,15.0
YmFSl06J6cs,202210,13.0
YmFSl06J6cs,202211,4.0
YmFSl06J6cs,202212,2.0
YmFSl06J6cs,202301,0.0
YmFSl06J6cs,202302,0.0
YmFSl06J6cs,202303,0.0
YmFSl06J6cs,202304,0.0
YmFSl06J6cs,202305,0.0
YmFSl06J6cs,202306,0.0
YmFSl06J6cs,202307,0.0
YmFSl06J6cs,202308,331.0
YmFSl06J6cs,202309,0.0
YmFSl06J6cs,202310,23.0
YmFSl06J6cs,202311,6.0
YmFSl06J6cs,202312,0.0
YmFSl06J6cs,202401,1.0
YmFSl06J6cs,202402,0.0
YmFSl06J6cs,202403,0.0
YmFSl06J6cs,202404,0.0
YmFSl06J6cs,202405,0.0
YmFSl06J6cs,202406,0.0
YmFSl06J6cs,202407,1.0
YmFSl06J6cs,202408,4.0
YmFSl06J6cs,202409,33.0
YmFSl06J6cs,202410,22.0
YmFSl06J6cs,202411,13.0
YmFSl06J6cs,202412,0.0
YnUoe8z0OJY,202201,0.0
YnUoe8z0OJY,202202,0.0
YnUoe8z0OJY,202203,0.0
YnUoe8z0OJY,202204,0.0
YnUoe8z0OJY,202205,0.0
YnUoe8z0OJY,202206,1.0
YnUoe8z0OJY,202207,2.0
YnUoe8z0OJY,202208,9.0
YnUoe8z0OJY,202209,81.0
YnUoe8z0OJY,202210,170.0
YnUoe8z0OJY,202211,26.0
YnUoe8z0OJY,202212,2.0
YnUoe8z0OJY,202301,1.0
YnUoe8z0OJY,202302,0.0
YnUoe8z0OJY,202303,0.0
YnUoe8z0OJY,202304,0.0
YnUoe8z0OJY,202305,2.0
YnUoe8z0OJY,202306,1.0
YnUoe8z0OJY,202307,1.0
YnUoe8z0OJY,202308,25.0
YnUoe8z0OJY,202309,69.0
YnUoe8z0OJY,202310,586.0
YnUoe8z0OJY,202311,63.0
YnUoe8z0OJY,202312,13.0
YnUoe8z0OJY,202401,12.0
YnUoe8z0OJY,202402,0.0
YnUoe8z0OJY,202403,1.0
YnUoe8z0OJY,202404,3.0
YnUoe8z0OJY,202405,2.0
YnUoe8z0OJY,202406,6.0
YnUoe8z0OJY,202407,32.0
YnUoe8z0OJY,202408,195.0
YnUoe8z0OJY,202409,308.0
YnUoe8z0OJY,202410,302.0
YnUoe8z0OJY,202411,122.0
YnUoe8z0OJY,202412,2.0
ZIo35uAAfZo,202201,0.0
ZIo35uAAfZo,202202,0.0
ZIo35uAAfZo,202203,0.0
ZIo35uAAfZo,202204,1.0
ZIo35uAAfZo,202205,0.0
ZIo35uAAfZo,202206,2.0
ZIo35uAAfZo,202207,8.0
ZIo35uAAfZo,202208,6.0
ZIo35uAAfZo,202209,44.0
ZIo35uAAfZo,202210,7.0
ZIo35uAAfZo,202211,20.0
ZIo35uAAfZo,202212,9.0
ZIo35uAAfZo,202301,0.0
ZIo35uAAfZo,202302,0.0
