time_period,location,disease_cases
202207,xGQwwqLQ819,0.0
202207,yP2GELa6inf,6.0
202207,ycBkX3TlIrL,1.0
202207,zkFZKX5RX1A,2.0
202208,A3R7UT64jHf,5.0
202208,A3TeVhjjS2u,12.0
202208,B7X957nA1lM,4.0
202208,BITtrV4c0xf,3.0
202208,BdLcDbLQd88,0.0
202208,BywOwm8jUhf,10.0
202208,CNFRaFUfLjo,5.0
202208,D51gR5DC5vt,6.0
202208,DLyaDAF00hm,5.0
202208,EXKX4gJ9D6Y,19.0
202208,F5xI4hl77mT,315.0
202208,Fh294RrB7an,3.0
202208,GnpIwWbdxdl,1.0
202208,HL5fSUsp2vJ,0.0
202208,HfIRB3HRHvk,86.0
202208,HkwA8YQgJK6,1.0
202208,ICSVN3EZGcy,3.0
202208,IOHIfpVUJGp,10.0
202208,Iqy9A4jXY9l,5.0
202208,JBTkOU5m0Bu,4.0
202208,JH8RPnwv8kB,1558.0
202208,LnJ8MTOmgGa,2.0
202208,N7ioObCpMP3,6.0
202208,NSLL7YIXBJH,4.0
202208,O5p5idrXdiw,3.0
202208,P53hVYydxdc,0.0
202208,PUPCyKcUwlS,3.0
202208,PdRpVxkVd9a,6.0
202208,QfZ2pVPRFmz,54.0
202208,QzI3Btz60Ne,12.0
202208,RSAZqrdfXy5,13.0
202208,RZxElQxEbZN,1.0
202208,S8J6p6tGXNb,88.0
202208,SJQ2e9HUvaG,0.0
202208,U8Rk7sYzFmK,7.0
202208,VoOb1wMwKp0,2.0
202208,Wep3D4POB3H,2.0
202208,WfE2smSUNDt,33.0
202208,Yacp1fLlWut,1.0
202208,YmFSl06J6cs,2.0
202208,YnUoe8z0OJY,9.0
202208,ZIo35uAAfZo,6.0
202208,ZULmwVN4Zfv,1.0
202208,ZVmULoI6vcV,29.0
202208,bWmwn3sMsG0,26.0
202208,bX87SmYR3TJ,5.0
202208,bjS2Lp3tLxv,19.0
202208,cMWLZfK0O4z,36.0
202208,eW2b8SUYRWt,4.0
202208,ebbAyOhorzo,23.0
202208,elOK8Y2b3Qn,727.0
202208,ewPc6zXy53n,0.0
202208,gannbFbizVo,17.0
202208,grMJpaDdSrD,3.0
202208,hasbXH0dTqM,3.0
202208,i6gMyoP9ReK,4.0
202208,iqLM1XBMxyu,6.0
202208,j0gE31YxwHQ,
202208,j4HVtKmVtwQ,9.0
202208,jJmNryYp6Mc,1.0
202208,kBRVmS9IKRE,1.0
202208,kfrKchZfqGr,1.0
202208,l8tZrJ55yzg,12.0
202208,mMGyx6JG7wj,38.0
202208,q7VB2VrUr83,1.0
202208,qoayxucpZqH,0.0
202208,rsZaqJl5R0A,337.0
202208,t9XsLKdMwA1,14.0
202208,tSE6ctwvZmP,0.0
202208,uHEl9oRZm8L,15.0
202208,uyGkoQ4F9rT,5.0
202208,vjL1uSC10Jh,5.0
202208,wYKHZ0iyjfd,6.0
202208,xGQwwqLQ819,2.0
202208,yP2GELa6inf,21.0
202208,ycBkX3TlIrL,1.0
202208,zkFZKX5RX1A,3.0
202209,A3R7UT64jHf,70.0
202209,A3TeVhjjS2u,70.0
202209,B7X957nA1lM,27.0
202209,BITtrV4c0xf,25.0
202209,BdLcDbLQd88,6.0
202209,BywOwm8jUhf,270.0
202209,CNFRaFUfLjo,68.0
202209,D51gR5DC5vt,10.0
202209,DLyaDAF00hm,36.0
202209,EXKX4gJ9D6Y,63.0
202209,F5xI4hl77mT,374.0
202209,Fh294RrB7an,68.0
202209,GnpIwWbdxdl,21.0
202209,HL5fSUsp2vJ,26.0
202209,HfIRB3HRHvk,1151.0
202209,HkwA8YQgJK6,72.0
202209,ICSVN3EZGcy,77.0
202209,IOHIfpVUJGp,56.0
202209,Iqy9A4jXY9l,80.0
202209,JBTkOU5m0Bu,17.0
202209,JH8RPnwv8kB,6016.0
202209,LnJ8MTOmgGa,75.0
202209,N7ioObCpMP3,25.0
202209,NSLL7YIXBJH,34.0
202209,O5p5idrXdiw,65.0
202209,P53hVYydxdc,11.0
202209,PUPCyKcUwlS,24.0
202209,PdRpVxkVd9a,49.0
202209,QfZ2pVPRFmz,483.0
202209,QzI3Btz60Ne,113.0
202209,RSAZqrdfXy5,395.0
202209,RZxElQxEbZN,1.0
202209,S8J6p6tGXNb,50.0
202209,SJQ2e9HUvaG,20.0
202209,U8Rk7sYzFmK,89.0
202209,VoOb1wMwKp0,29.0
202209,Wep3D4POB3H,14.0
202209,WfE2smSUNDt,244.0
202209,Yacp1fLlWut,5.0
202209,YmFSl06J6cs,15.0
202209,YnUoe8z0OJY,81.0
202209,ZIo35uAAfZo,44.0
202209,ZULmwVN4Zfv,23.0
202209,ZVmULoI6vcV,177.0
202209,bWmwn3sMsG0,82.0
202209,bX87SmYR3TJ,17.0
202209,bjS2Lp3tLxv,1702.0
202209,cMWLZfK0O4z,87.0
202209,eW2b8SUYRWt,54.0
202209,ebbAyOhorzo,33.0
202209,elOK8Y2b3Qn,9891.0
202209,ewPc6zXy53n,2.0
202209,gannbFbizVo,93.0
202209,grMJpaDdSrD,53.0
202209,hasbXH0dTqM,29.0
202209,i6gMyoP9ReK,114.0
202209,iqLM1XBMxyu,84.0
202209,j0gE31YxwHQ,
202209,j4HVtKmVtwQ,87.0
202209,jJmNryYp6Mc,7.0
202209,kBRVmS9IKRE,451.0
202209,kfrKchZfqGr,86.0
202209,l8tZrJ55yzg,64.0
202209,mMGyx6JG7wj,46.0
202209,q7VB2VrUr83,43.0
202209,qoayxucpZqH,2.0
202209,rsZaqJl5R0A,2452.0
202209,t9XsLKdMwA1,121.0
202209,tSE6ctwvZmP,6.0
202209,uHEl9oRZm8L,64.0
202209,uyGkoQ4F9rT,23.0
202209,vjL1uSC10Jh,11.0
202209,wYKHZ0iyjfd,68.0
202209,xGQwwqLQ819,12.0
202209,yP2GELa6inf,53.0
202209,ycBkX3TlIrL,13.0
202209,zkFZKX5RX1A,15.0
202210,A3R7UT64jHf,45.0
202210,A3TeVhjjS2u,57.0
202210,B7X957nA1lM,15.0
202210,BITtrV4c0xf,14.0
202210,BdLcDbLQd88,10.0
202210,BywOwm8jUhf,44.0
202210,CNFRaFUfLjo,125.0
202210,D51gR5DC5vt,4.0
202210,DLyaDAF00hm,0.0
202210,EXKX4gJ9D6Y,37.0
202210,F5xI4hl77mT,370.0
202210,Fh294RrB7an,94.0
202210,GnpIwWbdxdl,12.0
202210,HL5fSUsp2vJ,4.0
202210,HfIRB3HRHvk,4204.0
202210,HkwA8YQgJK6,8.0
202210,ICSVN3EZGcy,150.0
202210,IOHIfpVUJGp,32.0
202210,Iqy9A4jXY9l,105.0
202210,JBTkOU5m0Bu,7.0
202210,JH8RPnwv8kB,1809.0
202210,LnJ8MTOmgGa,192.0
202210,N7ioObCpMP3,6.0
202210,NSLL7YIXBJH,22.0
202210,O5p5idrXdiw,54.0
202210,P53hVYydxdc,1.0
202210,PUPCyKcUwlS,9.0
202210,PdRpVxkVd9a,95.0
202210,QfZ2pVPRFmz,674.0
202210,QzI3Btz60Ne,107.0
202210,RSAZqrdfXy5,11.0
202210,RZxElQxEbZN,2.0
202210,S8J6p6tGXNb,33.0
202210,SJQ2e9HUvaG,10.0
202210,U8Rk7sYzFmK,104.0
202210,VoOb1wMwKp0,55.0
202210,Wep3D4POB3H,5.0
202210,WfE2smSUNDt,6.0
202210,Yacp1fLlWut,2.0
202210,YmFSl06J6cs,13.0
202210,YnUoe8z0OJY,170.0
202210,ZIo35uAAfZo,7.0
202210,ZULmwVN4Zfv,43.0
202210,ZVmULoI6vcV,301.0
202210,bWmwn3sMsG0,51.0
202210,bX87SmYR3TJ,6.0
202210,bjS2Lp3tLxv,575.0
202210,cMWLZfK0O4z,15.0
202210,eW2b8SUYRWt,77.0
202210,ebbAyOhorzo,33.0
202210,elOK8Y2b3Qn,2911.0
