time_period,location,disease_cases,population,tp,t2m_c
2016-12,tSE6ctwvZmP,,44990,0.8677100903974682,0.8605498794988439
2017-01,tSE6ctwvZmP,,44990,1.2424892972331611,-5.5935842069844295
2017-02,tSE6ctwvZmP,,44990,1.3075138541459776,-2.733489939913212
2017-03,tSE6ctwvZmP,,44990,4.990656196010772,-2.302394583972628
2017-04,tSE6ctwvZmP,,44990,3.888437006811408,2.3685011696402296
2017-05,tSE6ctwvZmP,,44990,5.918388207802435,5.283361699642963
2017-06,tSE6ctwvZmP,,44990,8.656025174220959,8.918121947189894
2017-07,tSE6ctwvZmP,,44990,18.51124058839435,10.283622009014346
2017-08,tSE6ctwvZmP,,44990,21.67202149374973,10.18381732757424
2017-09,tSE6ctwvZmP,,44990,6.231666173794099,8.880258106537978
2017-10,tSE6ctwvZmP,,44990,1.6959168007266,5.020600135553599
2017-11,tSE6ctwvZmP,,44990,1.095491359136877,0.127603814650628
2017-12,tSE6ctwvZmP,,44990,0.4368938455300992,0.1132184620810111
2018-01,tSE6ctwvZmP,,44990,0.8809074441667134,-2.193735291487084
2018-02,tSE6ctwvZmP,,44990,1.797885516269625,-3.03036165021496
2018-03,tSE6ctwvZmP,,44990,2.1982768322737773,-1.5854205521739084
2018-04,tSE6ctwvZmP,,44990,5.006715914119384,1.8583266125778417
2018-05,tSE6ctwvZmP,,44990,5.778874541037412,5.21035876723422
2018-06,tSE6ctwvZmP,,44990,14.30592021678604,9.014319984518911
2018-07,tSE6ctwvZmP,,44990,22.32794282429749,10.615451914752144
2018-08,tSE6ctwvZmP,,44990,19.523270748716524,10.398417257350282
2018-09,tSE6ctwvZmP,,44990,8.54387786693716,8.368883996147257
2018-10,tSE6ctwvZmP,,44990,1.32840391597315,2.3990737845744023
2018-11,tSE6ctwvZmP,,44990,1.505963895594205,0.1840647398121292
2018-12,tSE6ctwvZmP,,44990,1.4140774803647842,-4.400683579178335
2019-01,tSE6ctwvZmP,,44990,2.928099836478762,-7.684775840044292
2019-02,tSE6ctwvZmP,,44990,5.368751590966501,-5.410147326448476
2019-03,tSE6ctwvZmP,,44990,2.0267829383698546,-2.381248445754728
2019-04,tSE6ctwvZmP,,44990,2.8278529064095084,1.826658325473858
2019-05,tSE6ctwvZmP,,44990,2.8352602213360907,5.258978195433827
2019-06,tSE6ctwvZmP,,44990,7.339771426734374,8.822820606899825
2019-07,tSE6ctwvZmP,,44990,21.810930877503274,10.15404711152106
2019-08,tSE6ctwvZmP,,44990,13.377655376680986,10.544344816186063
2019-09,tSE6ctwvZmP,,44990,16.715700533672717,8.567370616323451
2019-10,tSE6ctwvZmP,,44990,1.6996148629660572,4.293684914459843
2019-11,tSE6ctwvZmP,,44990,0.8254489548309837,1.948002847987547
2019-12,tSE6ctwvZmP,,44990,1.8281205959287607,-4.72960354603039
2020-01,tSE6ctwvZmP,,44990,4.800386177533782,-7.145018029373581
2020-02,tSE6ctwvZmP,,44990,1.706541458006882,-4.89529022332781
2020-03,tSE6ctwvZmP,,44990,2.0372430033789497,-2.6706315965421648
2020-04,tSE6ctwvZmP,,44990,4.402091509761542,0.4081361855088852
2020-05,tSE6ctwvZmP,,44990,6.924181655309095,4.589702010571167
2020-06,tSE6ctwvZmP,,44990,16.89813193513457,8.600831403413398
2020-07,tSE6ctwvZmP,,44990,22.540984306456345,10.10711518433875
2020-08,tSE6ctwvZmP,,44990,18.851713318508825,10.773580254629223
2020-09,tSE6ctwvZmP,,44990,12.57195287365315,9.310143024773865
2020-10,tSE6ctwvZmP,,44990,1.0754313311614525,6.220271503377454
2020-11,tSE6ctwvZmP,,44990,0.500567062981238,-0.0312188431627946
2020-12,tSE6ctwvZmP,,44990,0.6040279175446144,-1.7707397719725182
2021-01,tSE6ctwvZmP,,44990,0.9439217562224512,-1.7051665733422618
2021-02,tSE6ctwvZmP,,44990,1.8051285601579647,-3.7139190018045376
2021-03,tSE6ctwvZmP,,44990,2.985361320265568,-0.6064243924928131
2021-04,tSE6ctwvZmP,,44990,2.324207874801845,0.8106255931773058
2021-05,tSE6ctwvZmP,,44990,9.556012532678864,5.48084715824291
2021-06,tSE6ctwvZmP,,44990,15.411517548740743,8.983286592781976
2021-07,tSE6ctwvZmP,,44990,21.94059774935619,10.318114671927058
2021-08,tSE6ctwvZmP,,44990,20.358407955768307,10.212694836023044
2021-09,tSE6ctwvZmP,,44990,11.750473431480504,8.680438366400095
2021-10,tSE6ctwvZmP,,44990,6.696100868861408,5.556190103071748
2021-11,tSE6ctwvZmP,,44990,1.238598988091732,0.8629614317508767
2021-12,tSE6ctwvZmP,,44990,2.653290482045068,-4.1635711165175335
2022-01,tSE6ctwvZmP,0.0,44990,2.129969263384048,-7.294279464729364
2022-02,tSE6ctwvZmP,0.0,44990,3.686762417714178,-6.645142812995879
2022-03,tSE6ctwvZmP,0.0,44990,0.8401599039344078,0.6855456359048157
2022-04,tSE6ctwvZmP,0.0,44990,3.541260915586017,4.035829289819498
2022-05,tSE6ctwvZmP,0.0,44990,8.105500380557505,6.070842869101204
2022-06,tSE6ctwvZmP,0.0,44990,17.542582975167555,9.247862717320668
2022-07,tSE6ctwvZmP,0.0,44990,17.286571023039567,10.61783224983021
2022-08,tSE6ctwvZmP,0.0,44990,14.33373977719936,10.557899805908066
2022-09,tSE6ctwvZmP,6.0,44990,6.206683597360362,8.715470274460456
2022-10,tSE6ctwvZmP,5.0,44990,2.460897365877259,3.632049423928392
2022-11,tSE6ctwvZmP,0.0,44990,0.3922067779127212,1.0501208586166615
2022-12,tSE6ctwvZmP,0.0,44990,0.4267697554542373,-0.6522667022592539
2023-01,tSE6ctwvZmP,0.0,44990,0.2756141392967937,-3.2277739123145004
2023-02,tSE6ctwvZmP,0.0,44990,1.2051288290868345,-1.9946926743165805
2023-03,tSE6ctwvZmP,0.0,44990,1.6924624781567643,-2.0923237241714108
2023-04,tSE6ctwvZmP,0.0,44990,1.4707124801667624,1.0576555254373687
2023-05,tSE6ctwvZmP,1.0,44990,2.756043691104473,3.92077639835378
2023-06,tSE6ctwvZmP,2.0,44990,6.899713080676593,8.92553787824655
2023-07,tSE6ctwvZmP,4.0,44990,9.176125039919858,10.796257964818642
2023-08,tSE6ctwvZmP,11.0,44990,9.579140871074848,10.679997008845074
2023-09,tSE6ctwvZmP,5.0,44990,4.318113702644157,9.513153283635654
2023-10,tSE6ctwvZmP,3.0,44990,2.138628955514353,3.7174117939962144
2023-11,tSE6ctwvZmP,2.0,44990,0.5947640266004669,0.4310741572072648
2023-12,tSE6ctwvZmP,0.0,44990,0.5618017093177352,-2.3712444564007025
2024-01,tSE6ctwvZmP,1.0,44990,1.0331518384947225,-5.729577817431735
2024-02,tSE6ctwvZmP,0.0,44990,0.8954552542888241,-5.103845267756324
2024-03,tSE6ctwvZmP,0.0,44990,2.933566236101582,-1.7483775313826544
2024-04,tSE6ctwvZmP,0.0,44990,1.353914180037119,2.490271652725591
2024-05,tSE6ctwvZmP,0.0,44990,4.514871418279596,6.598950579134825
2024-06,tSE6ctwvZmP,0.0,44990,15.587517356211032,9.900008315702832
2024-07,tSE6ctwvZmP,0.0,44990,22.27434897614077,11.536177435871387
2024-08,tSE6ctwvZmP,4.0,44990,16.72363575957113,10.65229318783446
2024-09,tSE6ctwvZmP,6.0,44990,16.376642635883055,9.485406360277617
2024-10,tSE6ctwvZmP,16.0,44990,1.982759341848347,4.890398943424051
2024-11,tSE6ctwvZmP,4.0,44990,2.1679993818446106,1.2849660052567542
2024-12,tSE6ctwvZmP,0.0,44990,0.8482922602140216,-1.7440298505635947
2016-01,uHEl9oRZm8L,,152517,7.522393147345207,-3.4111031016114515
2016-02,uHEl9oRZm8L,,152517,8.101428880797954,1.122439294804875
